sales_sk,sales_id,customer_sk,product_sk,store_sk,salesperson_sk,campaign_sk,sales_date,total_amount
213685,SALES_0213685,53217,12,238,1339,13,2024-08-03T21:36:01,2164.79
366332,SALES_0366332,36805,85,454,1314,35,2024-11-02T02:56:04,1432.43
479572,SALES_0479572,99235,105,274,228,36,2024-11-03T22:00:19,4938.39
79112,SALES_0079112,8928,134,307,924,13,2024-07-15T23:58:09,1708.79
405380,SALES_0405380,46384,149,340,261,30,2024-08-25T19:18:07,2801.06
818897,SALES_0818897,15435,175,41,229,28,2024-09-08T14:52:31,4584.35
965355,SALES_0965355,14547,69,438,1881,41,2024-09-18T12:33:08,536.8
395047,SALES_0395047,39497,19,318,1411,28,2024-07-25T09:21:45,4896.21
43528,SALES_0043528,78457,74,437,720,34,2024-10-30T18:17:56,4627.59
376467,SALES_0376467,49633,7,338,1905,20,2024-09-25T19:33:56,4333.09
301162,SALES_0301162,67631,145,233,1320,6,2024-05-17T18:36:21,2611.14
845208,SALES_0845208,25842,30,192,1312,7,2024-02-14T03:44:59,2852.34
411934,SALES_0411934,76109,44,20,850,34,2024-09-19T00:33:23,4951.65
356673,SALES_0356673,62012,116,197,1985,45,2024-06-21T05:53:52,911.14
658081,SALES_0658081,58744,169,447,427,2,2024-02-14T17:35:01,3854.51
310181,SALES_0310181,39198,97,182,1841,40,2024-12-01T22:38:15,4587.35
737334,SALES_0737334,49363,128,101,1261,11,2024-07-01T19:08:09,3194.24
169113,SALES_0169113,68951,150,391,1407,43,2024-09-09T07:27:05,1055.16
581005,SALES_0581005,42910,22,363,1040,33,2024-11-08T05:07:06,4462.75
975707,SALES_0975707,10150,12,121,813,39,2024-11-24T03:00:53,620.79
585000,SALES_0585000,50444,77,321,1524,8,2024-04-16T17:16:31,1062.06
338225,SALES_0338225,36891,56,439,289,8,2024-04-28T08:23:51,2132.47
478399,SALES_0478399,67977,97,199,1877,45,2024-11-21T19:49:03,1922.64
984658,SALES_0984658,99571,175,83,934,41,2024-10-19T19:09:12,2723.19
932382,SALES_0932382,40287,61,383,389,17,2024-07-21T18:00:01,3762.38
905674,SALES_0905674,20926,7,336,1388,28,2024-10-15T01:51:47,3923.54
574342,SALES_0574342,62031,49,84,757,23,2024-08-05T16:57:52,4493.32
949316,SALES_0949316,77787,66,194,884,44,2024-07-01T20:16:55,4101.77
720717,SALES_0720717,77996,107,254,124,12,2024-07-13T17:47:28,4704.73
250190,SALES_0250190,14251,102,38,1533,44,2024-10-14T16:52:50,3783.07
958427,SALES_0958427,71315,61,392,1218,49,2024-05-10T13:00:37,2146.95
218400,SALES_0218400,39023,181,377,1029,42,2024-08-31T13:06:59,4252.39
267348,SALES_0267348,49740,33,370,1012,36,2024-11-17T16:39:53,2119.12
28415,SALES_0028415,64446,129,431,722,15,2024-07-26T16:34:08,3124.08
308521,SALES_0308521,37191,122,110,993,17,2024-08-01T09:52:03,1600.49
118810,SALES_0118810,46720,128,197,1226,3,2024-03-17T18:59:18,2381.01
282396,SALES_0282396,95162,109,247,1667,40,2024-11-15T04:51:03,4887.23
215648,SALES_0215648,9122,136,419,1034,2,2024-01-29T23:14:56,4462.48
38838,SALES_0038838,90729,11,99,834,11,2024-06-06T16:57:42,4982.07
5227,SALES_0005227,16083,101,31,397,37,2024-08-06T07:48:46,3628.93
176488,SALES_0176488,91821,60,171,1372,32,2024-10-21T06:38:09,3828.6
889061,SALES_0889061,7850,99,221,994,33,2024-11-05T21:44:17,845.87
844777,SALES_0844777,30678,125,326,584,11,2024-03-02T09:40:42,1068.98
725695,SALES_0725695,13535,137,77,239,6,2024-04-20T00:38:17,3895.78
398181,SALES_0398181,49594,68,411,1103,42,2024-08-07T23:54:29,3291.77
621013,SALES_0621013,59614,199,456,1442,26,2024-07-07T11:49:39,2113.75
576848,SALES_0576848,47286,67,305,970,39,2024-11-21T23:29:55,885.45
341981,SALES_0341981,36535,105,193,1903,6,2024-04-25T06:17:20,3715.88
39467,SALES_0039467,30653,105,104,1040,22,2024-07-30T22:14:33,1170.8
785201,SALES_0785201,77549,106,64,636,1,2024-02-09T13:14:43,3878.43
691772,SALES_0691772,57626,167,144,1522,36,2024-11-12T13:43:59,3162.88
729051,SALES_0729051,22725,43,270,345,26,2024-08-28T01:01:33,3660.44
268408,SALES_0268408,69158,129,273,1037,24,2024-09-09T09:24:34,879.46
341227,SALES_0341227,54923,94,213,1670,18,2024-07-31T05:34:24,1753.64
690979,SALES_0690979,16655,45,418,311,39,2024-11-27T19:29:22,1540.94
626017,SALES_0626017,27967,138,472,796,30,2024-09-20T03:57:05,3335.82
708359,SALES_0708359,5857,161,71,873,18,2024-09-03T11:44:05,2041.42
506739,SALES_0506739,35266,94,454,901,38,2024-10-14T10:56:51,1592.01
159310,SALES_0159310,83042,205,424,1601,40,2024-11-11T21:22:21,2612.61
916213,SALES_0916213,89366,91,58,1499,6,2024-05-09T10:18:35,3551.93
18280,SALES_0018280,66783,66,16,975,26,2024-09-27T16:50:54,1488.79
733317,SALES_0733317,89774,109,93,1982,42,2024-09-15T10:23:25,4080.07
682939,SALES_0682939,31271,59,187,1365,5,2024-04-22T04:09:14,4047.42
755190,SALES_0755190,29412,19,408,1798,47,2024-10-08T09:46:46,4842.27
903532,SALES_0903532,85676,192,180,1372,33,2024-11-07T19:27:33,2223.29
590004,SALES_0590004,15079,19,38,1527,40,2024-11-25T09:13:03,3119.24
318649,SALES_0318649,36282,35,424,1323,38,2024-09-24T02:36:55,4408.27
752561,SALES_0752561,33280,39,100,1233,48,2024-06-20T00:35:00,1836.97
851135,SALES_0851135,21421,173,443,1037,6,2024-04-28T17:06:33,532.98
714661,SALES_0714661,26529,37,220,93,43,2024-11-23T03:42:28,3659.21
732776,SALES_0732776,97911,114,60,1250,9,2024-05-25T07:41:26,3969.88
445498,SALES_0445498,39072,99,180,12,7,2024-02-25T12:11:37,4387.64
45430,SALES_0045430,11907,180,64,1092,37,2024-07-30T10:52:33,1668.91
31860,SALES_0031860,36345,165,318,1483,23,2024-04-28T00:25:10,4036.61
263246,SALES_0263246,14299,2,478,1218,35,2024-11-18T11:14:28,3855.99
365413,SALES_0365413,2758,99,139,1811,23,2024-07-13T02:12:34,3040.31
674832,SALES_0674832,7396,44,420,1228,50,2024-12-21T12:58:08,1898.79
416616,SALES_0416616,97226,148,471,1011,10,2024-07-12T07:43:56,2745.02
173906,SALES_0173906,48289,101,153,941,47,2024-12-10T08:14:47,565.44
689453,SALES_0689453,60202,199,422,8,37,2024-11-20T11:59:30,4475.93
882603,SALES_0882603,68121,9,133,1144,40,2024-11-14T20:35:01,3800.58
243670,SALES_0243670,82891,195,492,654,37,2024-05-13T08:13:53,3115.75
269363,SALES_0269363,88613,182,375,1832,7,2024-04-23T01:12:39,1172.2
903010,SALES_0903010,80585,160,94,839,39,2024-11-20T07:39:13,2309.88
62938,SALES_0062938,51053,28,431,1773,42,2024-07-19T15:07:50,4691.86
537208,SALES_0537208,23826,17,429,947,29,2024-10-09T13:49:32,1411.21
502119,SALES_0502119,84095,80,154,1032,8,2024-02-22T08:35:54,1389.05
172465,SALES_0172465,53665,161,476,1898,43,2024-07-31T05:04:04,1517.14
615795,SALES_0615795,5212,13,356,424,42,2024-11-08T08:20:38,3486.46
16507,SALES_0016507,80545,139,260,100,1,2024-02-08T09:18:34,2541.27
194469,SALES_0194469,13605,171,109,1097,15,2024-06-23T13:11:43,2907.65
349051,SALES_0349051,49657,83,422,569,7,2024-04-18T18:10:40,3981.9
285313,SALES_0285313,39343,108,435,1136,38,2024-09-28T21:47:45,2860.23
97086,SALES_0097086,35921,134,270,714,25,2024-08-24T17:43:53,2462.66
864076,SALES_0864076,52470,171,322,990,4,2024-02-29T04:32:31,2993.48
557509,SALES_0557509,49732,190,462,254,50,2024-12-22T01:55:15,1586.24
103664,SALES_0103664,52290,147,109,995,10,2024-06-18T15:02:04,2495.2
213000,SALES_0213000,15093,154,315,752,47,2024-12-01T07:28:31,1924.95
666595,SALES_0666595,44242,81,407,92,7,2024-01-19T17:31:29,4616.71
301637,SALES_0301637,2267,68,16,508,2,2024-02-17T15:38:14,3160.27
927171,SALES_0927171,57888,61,120,1618,23,2024-03-14T07:14:26,1968.8
24269,SALES_0024269,70643,61,220,527,17,2024-07-07T10:43:17,2471.53
922336,SALES_0922336,20276,102,398,1674,26,2024-09-07T12:32:39,4748.53
436971,SALES_0436971,6678,39,217,164,50,2024-12-20T09:17:37,4785.78
309729,SALES_0309729,52950,154,304,1708,40,2024-11-28T03:34:17,1541.11
925532,SALES_0925532,75105,38,378,535,22,2024-09-08T13:37:16,698.74
55757,SALES_0055757,59488,135,452,337,20,2024-09-26T05:55:40,2614.62
537870,SALES_0537870,50812,204,424,1770,1,2024-02-09T22:09:40,1228.16
90354,SALES_0090354,87321,3,481,227,14,2024-07-27T18:55:59,2618.38
566632,SALES_0566632,80167,39,112,1184,41,2024-11-18T00:36:57,2813.42
183254,SALES_0183254,2105,206,333,1175,44,2024-09-24T12:48:16,4053.94
270192,SALES_0270192,20506,132,32,416,34,2024-09-03T17:13:06,1783.31
415136,SALES_0415136,9378,47,379,734,50,2024-11-11T06:23:57,1922.15
417360,SALES_0417360,31569,155,303,1821,21,2024-09-04T00:28:09,1844.86
502056,SALES_0502056,97182,23,8,1052,40,2024-12-04T05:58:24,2705.4
534444,SALES_0534444,61687,204,124,1303,45,2024-06-21T12:17:32,4989.45
393028,SALES_0393028,9314,103,23,236,22,2024-04-01T19:52:42,2749.54
986731,SALES_0986731,11329,111,214,737,46,2024-11-20T01:56:55,3740.84
12823,SALES_0012823,19290,31,399,514,35,2024-10-28T00:56:46,4365.9
109153,SALES_0109153,27852,102,417,1434,14,2024-07-20T00:24:12,4789.26
244918,SALES_0244918,68883,112,38,582,50,2024-11-21T14:10:03,2969.67
148702,SALES_0148702,50331,64,492,277,33,2024-11-05T05:23:27,3595.4
529925,SALES_0529925,98231,101,27,445,39,2024-11-16T23:36:40,3402.85
730886,SALES_0730886,26318,74,98,1525,46,2024-08-31T00:01:35,2903.24
51649,SALES_0051649,10061,36,264,1839,49,2024-10-13T07:44:32,1467.43
621358,SALES_0621358,67359,174,250,1842,7,2024-05-15T09:34:01,925.24
381574,SALES_0381574,26928,129,394,363,46,2024-09-30T18:14:40,4851.3
190038,SALES_0190038,89632,113,96,1567,10,2024-06-28T05:51:07,4566.4
31035,SALES_0031035,89989,186,126,68,10,2024-06-29T07:46:23,2441.88
753825,SALES_0753825,4595,38,217,1819,24,2024-10-05T21:46:05,3742.04
459770,SALES_0459770,97705,104,327,69,30,2024-09-20T13:03:14,3802.52
538238,SALES_0538238,57934,26,430,468,29,2024-10-20T17:59:48,3494.12
692840,SALES_0692840,12634,123,399,1908,43,2024-07-11T21:21:18,1988.97
50687,SALES_0050687,64795,121,366,891,14,2024-08-06T02:20:19,4368.42
469854,SALES_0469854,45984,3,248,1811,27,2024-08-11T19:32:14,3548.87
661143,SALES_0661143,99891,195,345,1501,37,2024-06-24T20:55:51,4076.02
98634,SALES_0098634,10775,80,213,1094,28,2024-09-10T19:51:22,1432.41
503334,SALES_0503334,8800,46,113,1991,42,2024-06-26T22:59:20,2134.73
688457,SALES_0688457,80459,88,108,998,2,2024-02-23T14:15:32,601.29
692297,SALES_0692297,57636,75,331,838,28,2024-09-11T20:28:39,4389.83
430671,SALES_0430671,8187,87,214,700,3,2024-03-27T18:51:47,4458.4
365128,SALES_0365128,16300,52,339,1676,9,2024-05-30T06:34:03,2690.61
499044,SALES_0499044,9444,28,409,201,46,2024-09-04T22:16:02,1412.5
592738,SALES_0592738,20756,61,103,461,33,2024-11-05T07:16:47,1475.2
323156,SALES_0323156,60477,11,206,1967,22,2024-08-01T07:12:29,2472.65
247596,SALES_0247596,9160,206,216,1500,42,2024-08-06T10:21:14,1109.52
687102,SALES_0687102,40647,162,488,766,16,2024-07-14T04:42:12,2674.94
191316,SALES_0191316,99377,143,255,637,46,2024-09-30T07:58:58,2720.44
586309,SALES_0586309,12257,159,142,1293,7,2024-02-03T04:10:38,3558.55
475763,SALES_0475763,29894,135,401,301,50,2024-10-14T08:20:34,3083.18
458668,SALES_0458668,42128,198,53,1708,11,2024-05-01T20:13:44,1997.11
725204,SALES_0725204,6924,208,479,522,15,2024-07-22T02:05:22,4678.11
713549,SALES_0713549,73307,134,476,314,12,2024-04-20T14:47:39,3998.13
474475,SALES_0474475,54498,159,206,223,22,2024-05-10T23:45:46,2322.14
210294,SALES_0210294,58616,81,18,275,3,2024-03-05T01:47:14,2878.68
122849,SALES_0122849,88232,177,308,333,5,2024-05-12T05:23:00,3701.52
580354,SALES_0580354,24407,173,125,60,50,2024-12-10T09:20:16,4519.5
125818,SALES_0125818,41334,140,388,502,26,2024-09-11T19:56:18,653.74
299822,SALES_0299822,1658,184,91,833,7,2024-03-26T08:08:54,2215.76
310788,SALES_0310788,55241,91,473,804,39,2024-11-24T19:33:46,4687.49
877375,SALES_0877375,11311,191,338,1139,9,2024-05-16T11:12:02,4431.99
725987,SALES_0725987,20201,201,146,69,43,2024-08-02T18:28:47,3039.37
41761,SALES_0041761,63187,102,339,1791,11,2024-01-22T02:06:58,3894.53
193170,SALES_0193170,20087,150,448,884,46,2024-09-10T09:36:45,657.13
598041,SALES_0598041,70851,2,247,37,47,2024-09-24T05:00:11,2008.5
433557,SALES_0433557,97411,167,343,557,2,2024-01-28T06:01:22,1440.76
37843,SALES_0037843,49943,164,439,1334,34,2024-10-23T12:52:35,4031.26
771269,SALES_0771269,55768,210,388,1146,45,2024-08-16T13:43:20,913.43
497558,SALES_0497558,70837,11,347,718,19,2024-09-18T07:44:56,867.05
686404,SALES_0686404,48893,62,113,1816,32,2024-10-30T18:45:39,2122.89
100679,SALES_0100679,59874,37,81,1556,12,2024-06-14T11:05:51,3950.63
488469,SALES_0488469,39865,77,488,1115,40,2024-11-12T09:50:14,2120.73
583783,SALES_0583783,60800,68,260,717,16,2024-06-01T01:58:48,1784.75
551384,SALES_0551384,4599,71,108,1942,26,2024-10-11T23:53:52,1026.55
560941,SALES_0560941,46039,134,91,1781,47,2024-10-18T07:55:06,1386.36
215725,SALES_0215725,34482,122,357,1827,39,2024-11-26T15:01:36,4418.96
646172,SALES_0646172,43589,114,102,50,11,2024-03-29T22:26:07,3452.26
800228,SALES_0800228,37647,12,155,1758,20,2024-09-27T20:54:47,4015.56
9328,SALES_0009328,14464,201,135,406,16,2024-05-04T05:17:02,4431.24
719505,SALES_0719505,88032,167,479,267,27,2024-10-10T13:45:51,1669.98
972410,SALES_0972410,11594,121,246,1061,6,2024-04-11T04:31:52,3306.35
332966,SALES_0332966,57379,27,277,558,19,2024-09-12T20:00:58,3026.75
712019,SALES_0712019,72494,73,182,1454,45,2024-07-02T03:36:22,4823.71
445463,SALES_0445463,14619,5,487,96,5,2024-04-30T12:59:35,2900.93
411141,SALES_0411141,10214,9,80,1486,28,2024-03-25T00:17:21,2385.9
602145,SALES_0602145,82226,19,78,1254,16,2024-07-28T10:49:49,3063.24
232309,SALES_0232309,34345,30,407,1942,29,2024-10-15T09:24:57,2970.5
26066,SALES_0026066,14921,194,172,1077,34,2024-11-03T14:47:04,1782.82
887814,SALES_0887814,22741,12,462,1594,14,2024-08-05T13:04:48,2939.36
995112,SALES_0995112,94619,155,262,1282,45,2024-06-23T14:21:05,2524.73
671493,SALES_0671493,29908,8,271,1144,28,2024-03-12T19:38:54,3765.31
980493,SALES_0980493,61042,160,31,1453,12,2024-06-18T06:44:38,3819.23
533282,SALES_0533282,46103,162,485,1339,26,2024-09-11T14:24:18,4913.65
940120,SALES_0940120,21705,3,33,437,3,2024-02-03T09:14:48,3701.46
84621,SALES_0084621,81354,103,81,636,37,2024-04-30T19:23:51,3076.86
960519,SALES_0960519,3871,80,302,283,40,2024-11-11T14:56:56,2389.53
496594,SALES_0496594,46234,155,40,526,19,2024-09-04T11:21:07,3485.94
311124,SALES_0311124,48157,97,440,848,23,2024-06-01T12:44:00,3113.89
228561,SALES_0228561,46787,122,114,1323,15,2024-07-22T01:02:16,2120.33
899547,SALES_0899547,78012,192,28,292,45,2024-09-25T02:24:00,4450.23
542134,SALES_0542134,94007,34,218,142,32,2024-10-16T13:38:59,1593.66
363549,SALES_0363549,79412,70,59,209,39,2024-11-28T02:37:16,4129.68
600732,SALES_0600732,24096,17,114,1266,40,2024-12-04T22:40:46,4357.12
562283,SALES_0562283,79563,111,204,1036,25,2024-10-06T17:45:08,825.62
992238,SALES_0992238,28968,165,445,1523,24,2024-08-26T20:50:37,4736.7
944139,SALES_0944139,81407,96,159,878,25,2024-09-24T16:46:17,666.15
510160,SALES_0510160,68147,201,343,1117,33,2024-11-08T15:52:37,1926.64
118791,SALES_0118791,28157,69,313,1727,50,2024-10-07T08:18:57,798.81
532696,SALES_0532696,23723,200,322,1591,50,2024-10-24T22:56:18,2316.12
150855,SALES_0150855,66843,14,456,1558,17,2024-06-26T15:00:42,977.05
609187,SALES_0609187,27631,124,165,1663,12,2024-03-23T18:20:32,2916.99
90434,SALES_0090434,28274,94,421,315,41,2024-10-03T09:41:00,925.68
878529,SALES_0878529,6717,74,169,790,14,2024-07-12T19:18:21,3216.77
474525,SALES_0474525,49373,128,331,127,3,2024-02-18T14:57:31,1228.03
377434,SALES_0377434,85259,165,67,370,43,2024-11-06T19:22:50,683.54
253554,SALES_0253554,7992,133,444,1691,49,2024-04-08T21:18:30,2428.22
720678,SALES_0720678,43151,23,367,1335,26,2024-10-15T15:12:21,1181.48
553907,SALES_0553907,44672,128,254,802,24,2024-05-20T09:57:02,1728.16
398221,SALES_0398221,44644,91,181,1122,3,2024-03-25T15:48:35,1776.35
807961,SALES_0807961,66907,109,65,834,45,2024-08-12T00:42:19,831.92
690017,SALES_0690017,59810,58,140,1877,29,2024-10-10T20:50:07,1865.33
806939,SALES_0806939,13704,52,229,164,17,2024-08-03T16:19:54,657.47
42051,SALES_0042051,78331,6,25,228,23,2024-07-29T16:38:28,4579.68
197924,SALES_0197924,95019,26,136,1135,17,2024-08-25T12:08:41,4082.85
239165,SALES_0239165,15109,100,422,700,30,2024-10-01T15:12:39,2066.64
237652,SALES_0237652,56093,65,73,634,19,2024-09-02T04:59:07,1667.81
276034,SALES_0276034,601,88,490,202,46,2024-08-03T22:37:34,4015.69
721306,SALES_0721306,96805,116,14,1033,33,2024-11-06T03:17:44,3929.51
817645,SALES_0817645,37702,170,157,1854,1,2024-02-06T14:19:09,4901.62
290769,SALES_0290769,62221,22,273,1544,19,2024-09-02T02:57:12,4963.08
798975,SALES_0798975,30041,143,323,513,45,2024-11-06T18:33:22,1741.92
113641,SALES_0113641,603,17,70,23,11,2024-01-11T16:03:14,3277.55
771026,SALES_0771026,21390,158,81,1510,43,2024-06-02T10:39:03,861.01
519003,SALES_0519003,40740,82,123,8,24,2024-10-11T22:31:01,918.34
150790,SALES_0150790,24374,150,431,1083,34,2024-09-04T22:32:59,2422.88
792354,SALES_0792354,81085,28,279,32,29,2024-10-21T13:13:33,969.35
92028,SALES_0092028,12781,165,343,915,32,2024-10-28T02:55:49,4098.81
617647,SALES_0617647,78433,44,12,1924,32,2024-10-19T01:36:15,4713.72
753167,SALES_0753167,71050,122,194,662,12,2024-04-13T12:19:01,2318.18
191804,SALES_0191804,29910,147,177,1074,25,2024-08-06T00:02:56,1566.45
71419,SALES_0071419,27717,42,340,1110,39,2024-11-26T20:11:34,1848.33
727042,SALES_0727042,16724,53,500,1880,8,2024-04-10T10:04:42,1988.28
985309,SALES_0985309,41748,44,259,489,33,2024-11-05T22:27:35,2793.22
600530,SALES_0600530,20929,156,7,1364,11,2024-03-09T03:15:12,4509.21
241414,SALES_0241414,70239,17,27,631,43,2024-02-13T06:23:35,3992.9
476495,SALES_0476495,93479,159,425,395,24,2024-05-15T22:01:40,4855.72
656005,SALES_0656005,50974,112,191,918,48,2024-10-08T14:55:40,1753.0
489413,SALES_0489413,56038,96,345,938,21,2024-08-29T06:18:01,1787.61
886263,SALES_0886263,22268,152,371,661,47,2024-07-25T18:54:06,1872.9
373096,SALES_0373096,95532,15,118,269,39,2024-11-26T20:35:13,4972.92
291219,SALES_0291219,55966,131,393,1284,20,2024-09-26T22:21:57,3247.8
317983,SALES_0317983,89275,4,305,520,40,2024-11-11T23:49:01,4880.87
158729,SALES_0158729,54624,81,280,1406,50,2024-11-26T10:22:44,4240.09
223906,SALES_0223906,74915,195,46,1691,44,2024-07-20T14:47:55,4408.29
829458,SALES_0829458,3272,52,280,1986,10,2024-06-21T04:13:00,777.74
744594,SALES_0744594,16431,104,222,1795,36,2024-11-09T05:31:32,3208.76
873312,SALES_0873312,36712,78,294,1736,27,2024-08-09T12:52:27,1611.56
212885,SALES_0212885,94835,56,254,788,4,2024-01-24T09:32:45,3750.25
439413,SALES_0439413,93703,1,272,101,50,2024-12-22T19:55:44,3978.68
924505,SALES_0924505,58164,107,44,1239,39,2024-11-25T10:56:34,3805.1
393085,SALES_0393085,85679,23,12,1710,29,2024-10-17T10:23:24,2100.17
819247,SALES_0819247,91810,35,328,1289,43,2024-07-02T05:32:29,4730.01
481143,SALES_0481143,5878,168,440,784,21,2024-09-28T20:31:16,3483.62
634935,SALES_0634935,35754,14,164,1552,7,2024-05-11T10:07:29,871.43
366310,SALES_0366310,11866,118,415,342,45,2024-05-25T14:49:02,3128.87
499115,SALES_0499115,41971,27,296,981,25,2024-10-10T09:41:51,1500.43
235799,SALES_0235799,41202,40,215,1336,27,2024-10-20T02:15:29,1841.8
873218,SALES_0873218,89471,88,249,1514,50,2024-11-28T08:50:30,4563.91
850873,SALES_0850873,35503,201,343,1927,48,2024-10-16T22:49:53,1661.55
247990,SALES_0247990,57922,118,254,1513,47,2024-10-14T09:02:37,1822.09
87065,SALES_0087065,1207,4,144,45,13,2024-02-18T08:13:51,4627.86
420076,SALES_0420076,95727,180,345,419,7,2024-05-05T15:00:52,1183.4
17197,SALES_0017197,73830,44,263,312,38,2024-11-22T01:14:36,1406.91
502749,SALES_0502749,11885,112,173,717,19,2024-08-25T22:23:38,4050.95
624961,SALES_0624961,31054,210,307,88,11,2024-06-22T19:50:37,4612.73
204300,SALES_0204300,17043,188,209,945,47,2024-11-16T16:11:18,2469.04
126361,SALES_0126361,12803,144,374,213,33,2024-11-04T03:34:06,821.41
870776,SALES_0870776,88894,148,306,1439,9,2024-06-06T06:58:03,3123.03
784941,SALES_0784941,49067,53,49,1969,24,2024-06-09T06:07:38,2335.33
164476,SALES_0164476,49996,199,469,588,20,2024-09-25T02:38:39,1992.29
136358,SALES_0136358,26225,53,329,1399,7,2024-02-08T17:59:23,4257.01
713724,SALES_0713724,61715,109,2,1550,23,2024-03-20T23:16:05,2138.75
742239,SALES_0742239,97516,18,214,372,19,2024-09-20T10:09:46,1915.95
353369,SALES_0353369,51276,149,250,1718,7,2024-04-11T09:11:32,2736.94
98051,SALES_0098051,34651,102,216,1836,34,2024-09-21T22:53:48,1512.83
85468,SALES_0085468,84147,146,459,1512,32,2024-10-19T14:55:59,2518.29
330979,SALES_0330979,46221,194,95,1624,31,2024-09-28T12:41:58,4259.22
821039,SALES_0821039,43786,84,354,899,39,2024-11-22T04:47:06,1294.61
478012,SALES_0478012,40213,172,166,1238,22,2024-08-01T08:12:59,4970.08
778456,SALES_0778456,11172,128,377,1934,25,2024-07-27T01:29:01,2706.98
473081,SALES_0473081,39014,76,17,429,6,2024-05-12T04:11:14,1544.7
889028,SALES_0889028,70849,82,132,1525,38,2024-10-01T17:19:25,3647.72
48789,SALES_0048789,98064,117,418,1924,39,2024-11-15T07:28:42,3886.31
86836,SALES_0086836,18023,178,167,544,21,2024-09-22T07:14:46,4482.84
941381,SALES_0941381,65047,150,248,1559,12,2024-05-26T07:30:28,2322.88
317465,SALES_0317465,78557,12,250,1228,3,2024-02-04T17:12:08,1804.04
359146,SALES_0359146,5288,6,369,23,32,2024-10-22T01:20:54,1191.83
316707,SALES_0316707,82738,144,137,153,7,2024-05-03T18:05:35,3065.05
205974,SALES_0205974,55555,138,278,832,29,2024-10-17T19:55:11,2817.26
288824,SALES_0288824,70862,5,253,43,43,2024-09-26T23:57:57,4851.35
817596,SALES_0817596,72604,104,394,1132,32,2024-11-01T19:38:45,4653.43
337157,SALES_0337157,89305,181,394,803,41,2024-10-18T11:09:32,1400.59
131394,SALES_0131394,84253,57,96,1457,41,2024-10-24T05:22:18,998.96
842682,SALES_0842682,20283,200,457,1234,27,2024-07-26T07:34:47,2059.28
842008,SALES_0842008,55960,80,133,901,19,2024-09-23T05:00:52,1879.74
563452,SALES_0563452,11086,170,45,746,50,2024-10-30T16:38:14,4206.6
837383,SALES_0837383,25125,31,427,995,47,2024-09-25T13:37:12,2298.76
914867,SALES_0914867,38268,169,282,1082,15,2024-08-02T19:07:21,2368.3
489680,SALES_0489680,89049,179,492,890,36,2024-10-25T20:44:44,4646.72
327399,SALES_0327399,28646,48,215,1325,29,2024-10-18T00:49:08,4411.72
262851,SALES_0262851,66853,206,430,263,42,2024-09-07T06:31:00,1096.48
829629,SALES_0829629,85421,133,95,1252,24,2024-07-01T06:16:05,635.01
198124,SALES_0198124,17763,137,292,1061,46,2024-09-08T10:04:52,4267.78
582706,SALES_0582706,18932,21,10,387,13,2024-02-21T21:19:17,3537.36
192403,SALES_0192403,35507,74,283,286,47,2024-08-21T08:03:09,1236.86
181712,SALES_0181712,77638,162,308,1516,22,2024-09-14T15:38:10,1587.64
919656,SALES_0919656,41188,15,436,124,2,2024-02-11T11:36:16,4918.4
111261,SALES_0111261,25659,139,411,229,19,2024-09-09T04:28:42,4128.7
64419,SALES_0064419,18915,45,460,25,19,2024-09-06T23:34:58,3240.01
531722,SALES_0531722,13795,100,254,676,15,2024-07-15T05:01:51,4189.52
1484,SALES_0001484,78385,79,445,522,28,2024-07-29T14:36:56,2080.94
786937,SALES_0786937,71180,207,489,570,1,2024-02-07T13:53:24,2895.19
484558,SALES_0484558,64726,181,71,1056,6,2024-04-26T00:37:06,1837.24
165667,SALES_0165667,2641,98,313,1191,45,2024-08-11T12:57:59,3593.58
277328,SALES_0277328,27558,182,296,1401,26,2024-07-13T13:19:38,1208.26
999404,SALES_0999404,2383,195,143,1798,31,2024-10-16T05:10:32,3716.07
8427,SALES_0008427,985,105,409,1675,24,2024-07-22T05:38:34,2296.36
537336,SALES_0537336,44491,157,24,1269,5,2024-05-04T18:52:13,2643.6
446520,SALES_0446520,17116,20,81,45,40,2024-11-22T21:34:34,2047.63
302179,SALES_0302179,59596,101,411,618,34,2024-10-19T08:08:58,1019.82
100378,SALES_0100378,68839,73,124,1264,47,2024-09-28T20:56:00,1178.08
331832,SALES_0331832,11838,44,66,1373,38,2024-09-03T11:58:25,611.43
107679,SALES_0107679,82649,87,465,566,23,2024-03-30T21:42:56,4446.59
647962,SALES_0647962,74999,115,182,1094,46,2024-09-28T05:49:54,1652.35
436498,SALES_0436498,57359,11,280,1501,45,2024-11-24T01:58:36,507.06
719984,SALES_0719984,68014,178,499,1783,26,2024-09-03T22:00:02,1524.64
761702,SALES_0761702,98483,131,224,220,38,2024-11-01T00:25:16,2029.18
912303,SALES_0912303,74788,51,255,733,25,2024-10-09T13:27:25,2140.54
831758,SALES_0831758,16899,176,432,409,17,2024-07-25T13:48:08,2240.16
25646,SALES_0025646,71410,104,171,1841,5,2024-04-30T05:40:31,3794.3
47281,SALES_0047281,49094,203,319,401,34,2024-11-03T10:04:50,1039.73
578416,SALES_0578416,53163,182,99,1217,6,2024-04-04T13:06:31,2471.98
482224,SALES_0482224,44374,207,86,1079,15,2024-06-30T00:33:13,3515.22
128309,SALES_0128309,69121,158,50,1298,9,2024-05-08T09:56:05,3009.55
443495,SALES_0443495,64527,38,101,1609,20,2024-09-28T19:16:57,4381.3
